ontology,pathway_id,pathway_description,module_protein,protein,metabolite_label
GO,GO:0070231,T cell apoptotic process,3,LGALS9,Glycoprotein Acetyls
GO,GO:0070231,T cell apoptotic process,3,LGALS9,Cholesteryl Esters in HDL
GO,GO:0070231,T cell apoptotic process,3,LGALS9,Phospholipids in Large HDL
GO,GO:0070231,T cell apoptotic process,3,LGALS9,HDL Cholesterol
GO,GO:0070231,T cell apoptotic process,3,LGALS9,Free Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:0070231,T cell apoptotic process,3,LGALS9,Free Cholesterol in HDL
GO,GO:0070231,T cell apoptotic process,3,LGALS9,Phospholipids to Total Lipids in Very Small VLDL percentage
GO,GO:0070231,T cell apoptotic process,3,LGALS9,Cholesteryl Esters to Total Lipids in IDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,IL6,Albumin
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Small HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Very Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Very Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Very Large VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Large VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Very Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Triglycerides
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Very Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Chylomicrons and Extremely Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Very Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Very Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Small LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Small VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Medium VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Small HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Medium HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Very Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Chylomicrons and Extremely Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Medium LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Phosphoglycerides ratio
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Chylomicrons and Extremely Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Monounsaturated Fatty Acids
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Medium LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Chylomicrons and Extremely Large VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Medium HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in IDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Chylomicrons and Extremely Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Large LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Average Diameter for VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Medium VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Large HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Medium HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,VLDL Cholesterol
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Chylomicrons and Extremely Large VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Small LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Fatty Acids
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Monounsaturated Fatty Acids to Total Fatty Acids percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Small LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Saturated Fatty Acids
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Omega-6 Fatty Acids to Total Fatty Acids percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Medium VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Large VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Very Large HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Small LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Medium VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Large HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Large LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Polyunsaturated Fatty Acids to Total Fatty Acids percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Medium LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Very Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Medium HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Medium VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Small LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Glycoprotein Acetyls
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Very Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Average Diameter for HDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Very Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Very Small VLDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Very Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Medium LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Very Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in Small LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Small LDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Very Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Large HDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Very Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Very Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in IDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Lipoprotein Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Medium VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Medium LDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Medium LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in Small HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Very Large HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Apolipoprotein B to Apolipoprotein A1 ratio
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Apolipoprotein B
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Very Small VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Polyunsaturated Fatty Acids
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Medium LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in IDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of LDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Small LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Medium LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Omega-6 Fatty Acids
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in Small HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Large LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Small LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Very Large HDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,HDL Cholesterol
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Concentration of Large LDL Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in Small HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Small VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Medium VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters to Total Lipids in IDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Medium LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Linoleic Acid
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Cholesterol Minus HDL-C
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesteryl Esters in LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Small HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Linoleic Acid to Total Fatty Acids percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Medium VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Large HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Lipids in LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Very Large VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids to Total Lipids in Very Small VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Medium LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol in Very Small VLDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Cholesterol to Total Lipids in Large LDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides to Total Lipids in Very Large VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol in Small HDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Free Cholesterol
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,LDL Cholesterol
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Degree of Unsaturation
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Omega-3 Fatty Acids
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in IDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Large VLDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Phospholipids in Small LDL
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Free Cholesterol to Total Lipids in Very Large HDL percentage
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Total Phospholipids in Lipoprotein Particles
GO,GO:0050768,negative regulation of neurogenesis,3,LDLR,Triglycerides in Large HDL
